year,month,res.price,res.sales.adj,com.price,com.sales.adj,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM,DT90,DX32,DT00,DT32,DP01,DP05,DP10,MDPT,VISIB,WDSP,MWSPD,GUST,HTDD,CLDD,LABOR,EMP,UNEMP,UNEMPRATE,PCINCOME,GSP
1990,1,7.68,9204.26,6.74,5629.84,1.37,0.00,3.59,0.00,84.81,43.40,77.29,58.11,67.69,0.00,0.00,0.00,0.00,5.00,2.40,1.53,52.28,7.86,6.68,12.50,19.12,223.42,29.99,6382604.00,6016520.00,366084.00,5.70,29590.85,418825.00
1990,2,7.84,6760.42,6.67,5779.63,1.39,0.00,2.71,0.00,85.94,44.18,79.00,57.52,68.26,0.00,0.00,0.00,0.13,3.80,1.73,0.67,54.79,8.24,8.44,14.57,21.21,122.38,49.82,6410600.00,6041547.00,369053.00,5.80,29590.85,418825.00
1990,3,7.79,6375.71,6.65,5727.16,1.57,0.00,3.22,0.00,90.08,45.69,80.97,59.70,70.34,1.07,0.00,0.00,0.00,4.53,2.27,0.73,54.84,8.64,7.88,13.75,20.51,96.97,49.27,6433214.00,6061089.00,372125.00,5.80,29590.85,418825.00
1990,4,7.90,6356.13,6.73,5835.49,1.45,0.00,3.66,0.00,94.41,58.59,87.31,68.04,77.67,9.60,0.00,0.00,0.00,5.07,2.20,1.13,56.63,8.36,7.62,13.54,19.99,51.11,83.56,6449388.00,6073585.00,375803.00,5.80,29590.85,418825.00
1990,5,7.83,7481.00,6.67,6393.53,1.89,0.00,6.10,0.00,96.49,63.55,90.94,71.83,81.36,20.40,0.00,0.00,0.00,7.27,4.20,2.27,64.32,8.31,7.44,13.20,19.75,3.64,254.15,6460750.00,6080536.00,380214.00,5.90,29590.85,418825.00
1990,6,7.71,9534.48,6.60,6922.67,1.96,0.00,6.54,0.00,97.36,68.95,91.52,73.42,82.47,22.80,0.00,0.00,0.00,9.60,4.27,1.67,68.09,8.01,5.67,12.32,20.10,0.00,344.62,6469062.00,6083392.00,385670.00,6.00,29590.85,418825.00
1990,7,7.70,10304.87,6.59,7044.78,1.65,0.00,5.67,0.00,97.00,68.58,92.46,73.33,82.90,26.40,0.00,0.00,0.00,9.33,3.60,1.53,70.09,8.29,5.91,12.81,21.40,0.00,381.77,6477033.00,6084167.00,392866.00,6.10,29590.85,418825.00
1990,8,7.70,10824.75,6.57,7253.45,1.52,0.00,4.29,0.00,95.67,61.18,90.45,71.46,80.96,19.13,0.00,0.00,0.00,6.53,2.73,1.20,70.43,7.61,4.76,11.86,20.41,0.00,389.41,6485459.00,6083808.00,401651.00,6.20,29590.85,418825.00
1990,9,7.69,10527.10,6.61,7037.86,1.77,0.00,4.51,0.00,91.96,46.95,85.11,66.48,75.81,5.93,0.00,0.00,0.00,6.27,2.67,1.60,67.51,7.95,5.70,11.62,18.62,2.02,336.66,6492799.00,6081382.00,411417.00,6.30,29590.85,418825.00
1990,10,7.76,9707.97,6.65,6973.15,0.81,0.00,1.36,0.00,85.80,44.72,78.99,57.16,68.05,0.07,0.00,0.00,0.07,3.13,0.73,0.33,62.76,8.48,7.03,12.59,19.55,41.99,220.38,6497505.00,6075768.00,421737.00,6.50,29590.85,418825.00
1990,11,7.89,7593.31,6.71,6386.17,0.71,0.00,1.40,0.00,84.06,38.20,75.85,54.99,65.43,0.00,0.00,0.00,1.27,3.47,0.73,0.20,55.79,8.67,6.70,12.07,18.38,105.94,60.23,6500099.00,6068300.00,431799.00,6.60,29590.85,418825.00
1990,12,7.96,6913.65,6.82,5926.30,2.48,0.00,7.80,0.00,84.03,38.41,72.73,55.40,64.09,0.00,0.00,0.00,1.20,8.07,4.07,2.60,54.77,8.24,6.66,11.82,18.79,192.46,40.24,6501640.00,6060234.00,441406.00,6.80,29590.85,418825.00
1991,1,8.18,7278.99,6.99,5849.44,0.73,0.00,1.59,0.00,84.45,31.35,73.38,53.19,63.27,0.00,0.00,0.00,1.27,3.20,1.13,0.33,54.21,7.60,6.84,12.35,19.24,231.14,37.19,6503384.00,6052024.00,451360.00,6.90,29026.15,421103.00
1991,2,8.24,6929.07,7.15,5495.58,2.30,0.00,5.99,0.00,88.56,39.25,77.72,57.66,67.64,0.27,0.00,0.00,0.27,6.07,3.33,1.87,49.28,8.49,7.61,13.39,20.50,200.23,18.94,6507630.00,6045622.00,462008.00,7.10,29026.15,421103.00
1991,3,8.23,6993.21,7.13,5590.15,1.85,0.00,5.53,0.00,91.92,50.59,83.55,65.55,74.59,3.00,0.00,0.00,0.00,7.33,3.93,2.00,54.25,7.93,8.50,14.87,21.65,127.82,61.45,6513776.00,6041212.00,472564.00,7.30,29026.15,421103.00
1991,4,7.97,6943.19,6.80,5940.26,2.60,0.00,7.69,0.00,92.28,64.39,87.21,71.02,79.12,7.87,0.00,0.00,0.00,9.40,4.33,2.67,62.30,8.25,7.43,13.78,21.08,18.51,149.24,6520647.00,6038949.00,481698.00,7.40,29026.15,421103.00
1991,5,7.85,8529.25,6.71,6556.86,1.98,0.00,7.31,0.00,94.66,65.66,89.56,71.86,80.72,17.00,0.00,0.00,0.00,10.67,5.13,2.07,66.95,8.34,7.02,13.01,20.53,0.10,276.81,6527666.00,6038775.00,488891.00,7.50,29026.15,421103.00
1991,6,7.80,9472.98,6.64,6887.48,2.42,0.00,9.97,0.00,95.18,70.40,90.87,73.99,82.41,22.60,0.00,0.00,0.00,14.67,6.40,2.87,69.12,8.48,5.51,11.95,20.29,0.10,315.60,6534353.00,6040389.00,493964.00,7.60,29026.15,421103.00
1991,7,7.78,10247.21,6.63,6996.54,1.64,0.00,6.20,0.00,95.05,69.48,90.97,74.01,82.48,22.47,0.00,0.00,0.00,10.80,4.53,1.67,71.69,8.23,4.96,12.38,22.21,0.00,363.82,6540152.00,6042600.00,497552.00,7.60,29026.15,421103.00
1991,8,7.72,10831.78,6.58,7282.01,1.74,0.00,5.20,0.00,94.65,62.59,89.48,71.78,80.64,15.33,0.00,0.00,0.00,7.93,3.13,1.47,71.61,8.50,4.91,11.48,20.40,0.15,371.49,6545644.00,6044199.00,501445.00,7.70,29026.15,421103.00
1991,9,7.72,10673.87,6.57,7208.96,2.58,0.00,6.89,0.00,89.86,50.14,83.40,65.16,74.30,1.87,0.00,0.00,0.00,7.60,3.33,2.13,69.11,8.23,5.58,11.43,20.22,2.08,306.44,6552376.00,6044477.00,507899.00,7.80,29026.15,421103.00
1991,10,7.84,8924.21,6.67,6803.61,0.70,0.00,1.58,0.00,84.87,38.68,74.73,54.54,64.64,0.00,0.00,0.00,1.73,3.27,1.00,0.33,62.72,8.39,6.61,12.11,18.65,27.64,158.50,6560638.00,6042830.00,517808.00,7.90,29026.15,421103.00
1991,11,7.98,7412.55,6.73,6362.82,0.62,0.00,1.11,0.00,84.14,38.97,73.87,54.10,63.98,0.00,0.00,0.00,1.20,2.87,0.60,0.13,51.49,8.28,7.14,12.27,18.84,217.48,44.68,6570531.00,6040246.00,530285.00,8.10,29026.15,421103.00
1991,12,7.95,7347.36,6.82,5936.32,1.37,0.00,3.42,0.00,79.99,32.36,68.61,48.40,58.53,0.00,0.00,0.00,3.20,4.67,2.53,1.07,52.55,8.14,6.61,11.89,19.24,226.21,32.95,6581238.00,6038427.00,542811.00,8.20,29026.15,421103.00
1992,1,7.98,7983.37,6.89,5697.86,1.33,0.00,3.62,0.00,83.12,38.72,72.97,53.61,63.26,0.00,0.00,0.00,0.80,5.40,2.93,1.27,46.58,8.06,7.08,12.58,19.36,363.54,8.09,6592915.00,6040288.00,552627.00,8.40,29353.76,436843.00
1992,2,7.87,7816.81,6.82,5486.88,1.58,0.00,3.40,0.00,84.94,41.47,75.66,54.52,65.11,0.00,0.00,0.00,0.13,4.80,2.00,1.13,51.88,7.87,7.07,12.93,19.91,227.98,21.22,6605662.00,6047093.00,558569.00,8.50,29353.76,436843.00
1992,3,7.94,6798.93,6.74,5723.70,1.44,0.00,3.08,0.00,88.02,44.06,78.84,59.08,68.96,0.20,0.00,0.00,0.07,4.53,1.73,0.87,51.53,8.25,7.31,13.14,19.95,168.55,30.84,6620358.00,6059509.00,560849.00,8.50,29353.76,436843.00
1992,4,7.80,6561.01,6.64,5750.27,0.97,0.00,1.94,0.00,91.41,47.84,84.76,63.01,73.88,3.60,0.00,0.00,0.00,3.67,1.07,0.47,56.00,8.19,7.60,13.62,20.62,89.90,68.88,6637586.00,6076331.00,561255.00,8.50,29353.76,436843.00
1992,5,7.79,6914.85,6.58,6092.29,2.36,0.00,11.59,0.00,94.17,66.86,88.96,72.15,80.58,14.47,0.00,0.00,0.00,14.20,7.40,3.80,60.19,8.04,6.78,12.67,18.61,23.29,153.48,6654303.00,6093551.00,560752.00,8.40,29353.76,436843.00
1992,6,7.65,8858.12,6.46,6815.19,1.23,0.00,3.80,0.00,96.68,69.97,92.23,74.23,83.25,26.67,0.00,0.00,0.00,7.53,2.33,1.07,70.20,8.12,6.17,13.25,21.75,0.00,305.60,6667987.00,6108594.00,559393.00,8.40,29353.76,436843.00
1992,7,7.59,10882.41,6.42,7312.48,1.98,0.00,8.02,0.00,94.20,67.95,89.88,73.16,81.50,18.67,0.00,0.00,0.00,11.67,5.27,2.33,71.52,8.05,5.46,11.81,20.45,0.00,402.14,6677483.00,6120884.00,556599.00,8.30,29353.76,436843.00
1992,8,7.58,11152.85,6.39,7273.20,1.82,0.00,5.64,0.00,92.67,66.29,88.07,72.40,80.23,11.21,0.00,0.00,0.00,9.33,3.73,1.73,71.36,8.56,5.20,12.07,22.58,0.00,331.53,6681621.00,6130592.00,551029.00,8.20,29353.76,436843.00
1992,9,7.60,10350.30,6.43,7277.53,2.45,0.00,3.72,0.00,88.27,53.06,81.82,63.15,72.40,1.20,0.00,0.00,0.00,4.07,1.53,0.93,68.94,8.42,5.65,11.63,20.29,0.18,294.67,6680573.00,6138259.00,542314.00,8.10,29353.76,436843.00
1992,10,7.70,9010.93,6.50,6813.63,2.26,0.00,6.09,0.00,86.88,40.48,77.05,61.02,69.03,0.20,0.00,0.00,0.33,7.40,3.33,1.80,60.78,7.92,6.64,11.74,19.28,34.72,114.53,6677276.00,6146106.00,531170.00,8.00,29353.76,436843.00
1992,11,7.94,7376.33,6.62,6469.87,0.87,0.00,1.53,0.00,81.26,37.71,72.74,53.11,62.90,0.00,0.00,0.00,0.80,2.53,1.00,0.53,58.27,8.38,8.04,13.64,20.81,143.80,95.97,6673964.00,6154438.00,519526.00,7.80,29353.76,436843.00
1992,12,7.78,7877.75,6.61,6197.11,1.78,0.00,5.89,0.00,82.92,40.66,73.71,56.84,65.25,0.00,0.00,0.00,0.40,8.80,4.20,1.87,52.89,8.21,6.42,11.56,19.17,242.86,18.82,6673247.00,6164133.00,509114.00,7.60,29353.76,436843.00
1993,1,7.84,7203.16,6.55,5866.65,1.26,0.00,3.20,0.00,79.39,36.20,70.35,49.84,60.08,0.00,0.00,0.00,0.87,4.73,2.67,1.00,55.49,7.73,6.96,12.40,19.83,196.27,35.70,6677510.00,6176868.00,500642.00,7.50,29813.70,453350.00
1993,2,7.85,6830.99,6.69,5417.48,2.28,0.00,5.94,0.00,85.41,33.02,74.11,53.96,64.03,0.00,0.00,0.00,1.13,7.13,3.67,2.00,46.70,8.35,7.73,13.50,20.04,281.99,7.38,6687096.00,6192969.00,494127.00,7.40,29813.70,453350.00
1993,3,7.82,7049.62,6.70,5426.20,0.98,0.00,1.85,0.00,85.94,44.53,78.26,56.30,67.29,0.00,0.00,0.00,0.07,3.40,1.20,0.33,50.90,8.20,8.44,14.72,22.68,211.73,23.67,6702047.00,6212689.00,489358.00,7.30,29813.70,453350.00
1993,4,8.21,6752.40,6.90,5785.51,1.23,0.00,2.29,0.00,90.72,55.80,84.58,65.36,74.97,2.53,0.00,0.00,0.00,4.20,1.27,0.47,52.66,8.97,8.31,14.21,20.70,98.24,42.37,6720505.00,6235280.00,485225.00,7.20,29813.70,453350.00
1993,5,8.23,6714.79,6.89,5985.62,1.15,0.00,3.99,0.00,95.74,65.59,90.13,71.86,81.02,16.00,0.00,0.00,0.00,7.60,3.00,0.73,61.73,8.65,7.44,13.00,19.21,4.60,169.78,6739632.00,6258223.00,481409.00,7.10,29813.70,453350.00
1993,6,8.05,8995.98,6.76,6814.11,1.84,0.00,6.56,0.00,97.02,69.74,92.44,73.70,83.08,26.53,0.00,0.00,0.00,9.27,4.60,2.33,68.05,8.55,6.28,12.62,20.51,0.00,330.22,6756937.00,6278549.00,478388.00,7.10,29813.70,453350.00
1993,7,7.99,10665.91,6.70,7197.38,1.55,0.00,5.31,0.00,96.94,69.15,92.04,73.75,82.88,24.07,0.00,0.00,0.00,8.93,3.40,1.47,71.75,8.24,5.11,11.84,21.71,0.00,400.87,6769594.00,6294044.00,475550.00,7.00,29813.70,453350.00
1993,8,7.98,11594.39,6.69,7464.79,1.44,0.00,5.93,0.00,93.79,60.87,89.49,71.90,80.67,16.93,0.00,0.00,0.00,10.20,4.13,1.53,71.65,7.92,5.48,11.86,20.17,0.00,393.43,6778605.00,6305629.00,472976.00,7.00,29813.70,453350.00
1993,9,8.01,10766.14,6.69,7346.21,2.50,0.00,6.71,0.00,90.22,46.47,83.78,65.70,74.74,2.47,0.00,0.00,0.13,7.80,4.27,2.27,70.06,8.85,5.60,11.79,20.35,1.36,324.63,6788305.00,6317326.00,470979.00,6.90,29813.70,453350.00
1993,10,7.92,9343.11,6.54,6914.90,1.51,0.00,2.35,0.00,86.08,38.47,77.22,57.97,67.59,0.20,0.00,0.00,0.60,3.60,1.07,0.33,64.81,8.39,6.12,11.53,19.35,28.77,172.67,6801657.00,6331527.00,470130.00,6.90,29813.70,453350.00
1993,11,8.00,7906.44,6.58,6419.97,0.85,0.00,1.83,0.00,80.07,33.33,69.60,47.66,58.65,0.00,0.00,0.00,2.27,3.73,0.87,0.33,56.93,8.40,7.15,12.06,18.68,151.84,71.52,6819485.00,6348474.00,471011.00,6.90,29813.70,453350.00
1993,12,7.97,7760.75,6.57,6271.21,1.42,0.00,5.28,0.00,80.17,34.78,68.84,49.78,59.31,0.00,0.00,0.00,3.20,7.47,4.27,1.67,47.51,8.72,6.84,12.15,20.31,365.31,10.00,6841132.00,6368181.00,472951.00,6.90,29813.70,453350.00
1994,1,7.93,8208.30,6.65,5462.97,1.32,0.00,2.68,0.00,84.67,36.14,74.92,56.17,65.53,0.00,0.00,0.00,1.27,4.07,1.87,0.87,49.12,8.15,7.99,13.68,21.08,352.61,15.87,6863153.00,6388699.00,474454.00,6.90,30084.41,475562.00
1994,2,7.91,7206.29,6.60,5421.27,1.83,0.00,3.40,0.00,88.94,41.07,78.19,56.77,67.50,0.87,0.00,0.00,0.27,3.67,1.93,1.00,54.78,8.08,7.49,12.97,19.79,175.75,37.25,6881455.00,6407639.00,473816.00,6.90,30084.41,475562.00
1994,3,7.95,6625.86,6.50,5728.71,1.62,0.00,3.52,0.00,89.16,47.88,82.78,63.86,73.34,0.93,0.00,0.00,0.00,5.07,2.07,0.87,54.89,8.28,8.12,13.95,20.62,135.52,59.29,6894523.00,6423996.00,470527.00,6.80,30084.41,475562.00
1994,4,7.85,7230.15,6.29,6358.72,1.78,0.00,3.45,0.00,92.71,55.66,86.62,66.79,76.71,7.33,0.00,0.00,0.00,4.40,2.07,1.13,61.95,8.54,7.33,13.06,19.60,32.24,134.47,6903675.00,6438663.00,465012.00,6.70,30084.41,475562.00
1994,5,7.72,8155.62,6.50,6183.35,2.30,0.00,9.45,0.00,95.07,68.26,89.61,72.88,81.26,16.87,0.00,0.00,0.00,13.00,5.93,3.20,64.42,8.01,6.44,12.16,20.10,5.22,224.84,6912763.00,6454530.00,458233.00,6.60,30084.41,475562.00
1994,6,7.71,9353.87,6.25,6868.70,1.80,0.00,7.43,0.00,93.68,69.14,89.47,72.91,81.19,17.13,0.00,0.00,0.00,11.93,5.13,2.13,71.33,8.16,5.89,12.58,22.39,0.01,326.34,6924913.00,6473763.00,451150.00,6.50,30084.41,475562.00
1994,7,7.64,10546.70,6.17,7124.62,2.65,0.00,9.37,0.00,92.98,68.14,89.01,72.57,80.79,14.00,0.00,0.00,0.00,12.73,6.07,2.80,71.24,8.37,5.73,12.65,21.90,0.00,334.44,6942049.00,6497466.00,444583.00,6.40,30084.41,475562.00
1994,8,7.65,10051.69,6.20,6956.11,2.51,0.00,9.50,0.00,92.38,64.66,87.03,71.17,79.09,7.53,0.00,0.00,0.00,11.07,5.80,3.67,71.31,8.48,5.61,12.17,21.61,0.00,327.37,6963006.00,6524402.00,438604.00,6.30,30084.41,475562.00
1994,9,7.66,10056.19,6.19,7032.76,2.60,0.00,6.49,0.00,89.34,58.80,83.22,66.92,75.08,1.40,0.00,0.00,0.00,8.00,3.93,1.93,69.79,8.17,5.77,11.78,21.23,0.27,264.44,6984501.00,6552483.00,432018.00,6.20,30084.41,475562.00
1994,10,7.79,8784.70,6.33,6750.23,3.13,0.00,5.95,0.00,86.13,49.50,79.66,62.52,71.07,0.13,0.00,0.00,0.00,4.67,2.47,1.93,65.53,8.32,6.38,11.76,19.69,21.30,169.28,7003158.00,6579967.00,423191.00,6.00,30084.41,475562.00
